device,local,real0,im0,real1,im1,real2,im2,real3,im3,real4,im4,real5,im5,real6,im6,real7,im7,real8,im8,real9,im9,real10,im10,real11,im11,real12,im12,real13,im13,real14,im14,real15,im15,real16,im16,real17,im17,real18,im18,real19,im19,real20,im20,real21,im21,real22,im22,real23,im23,real24,im24,real25,im25,real26,im26,real27,im27,real28,im28,real29,im29,real30,im30,real31,im31,real32,im32,real33,im33,real34,im34,real35,im35,real36,im36,real37,im37,real38,im38,real39,im39,real40,im40,real41,im41,real42,im42,real43,im43,real44,im44,real45,im45,real46,im46,real47,im47,real48,im48,real49,im49,real50,im50,real51,im51,real52,im52,real53,im53,real54,im54,real55,im55,real56,im56,real57,im57,real58,im58,real59,im59,real60,im60,real61,im61,real62,im62,real63,im63,real64,im64,real65,im65,real66,im66,real67,im67,real68,im68,real69,im69,real70,im70,real71,im71,real72,im72,real73,im73,real74,im74,real75,im75,real76,im76,real77,im77,real78,im78,real79,im79,real80,im80,real81,im81,real82,im82,real83,im83,real84,im84,real85,im85,real86,im86,real87,im87,real88,im88,real89,im89,real90,im90,real91,im91,real92,im92,real93,im93,real94,im94,real95,im95,real96,im96,real97,im97,real98,im98,real99,im99,real100,im100,real101,im101,real102,im102,real103,im103,real104,im104,real105,im105,real106,im106,real107,im107,real108,im108,real109,im109,real110,im110,real111,im111,real112,im112,real113,im113,real114,im114,real115,im115,real116,im116,real117,im117,real118,im118,real119,im119,real120,im120,real121,im121,real122,im122,real123,im123,real124,im124,real125,im125,real126,im126,real127,im127
TRAS,D2,100,-64,5,0,32,1,31,1,30,0,29,-1,28,-2,27,-3,26,-5,25,-6,23,-8,23,-9,22,-10,22,-12,22,-13,22,-15,23,-15,24,-16,26,-15,28,-13,29,-10,29,-6,27,-2,24,0,22,2,21,4,21,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,11,3,11,4,11,5,12,6,13,8,14,10,14,12,13,13,12,14,12,14,12,14,12,13,13,12,14,11,14,10,16,9,17,9,18,8,20,7,22,5,24,4,26,4,27,3,29,3,30,2,31,2,9,0,32,2,31,1,30,1,29,0,28,-1,27,-2,26,-3,25,-4,23,-6,23,-7,22,-9,21,-10,21,-12,21,-13,21,-14,22,-15,23,-15,25,-15,27,-13,28,-10,28,-6,26,-3,23,0,22,2,20,4,19,7,15,13,11,16,1,3,0,1,-1,-1,-1,0,-1,-1,0,-1,1,-1,10,-4,11,-2,11,2,11,3,11,5,12,6,13,7,13,9,14,11,13,12,12,13,12,13,11,13,11,12,12,11,13,11,14,10,15,9,17,8,18,7,19,6,21,5,23,4,24,3,26,2,28,2,29,1,30,1,
TRAS,D2,126,97,23,0,27,-1,27,-1,26,-1,25,-2,24,-3,23,-4,22,-6,20,-7,19,-8,19,-9,18,-10,18,-12,17,-13,17,-14,18,-15,19,-15,21,-15,23,-14,24,-11,24,-8,22,-5,20,-2,19,0,18,1,18,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,2,10,3,10,4,11,5,12,6,12,8,13,9,12,11,11,12,11,12,11,11,11,11,11,10,12,9,13,8,14,7,15,7,16,6,18,5,19,4,21,3,22,2,23,1,25,1,26,1,27,0,16,-1,54,-2,53,-3,51,-4,49,-4,47,-6,45,-8,43,-10,41,-12,39,-14,37,-17,35,-19,34,-21,33,-24,33,-26,33,-29,34,-30,37,-31,40,-30,43,-27,45,-22,45,-16,43,-10,40,-5,38,-1,36,3,34,8,28,18,23,25,3,5,0,2,-1,-1,-1,0,-1,-1,0,-1,3,-2,18,-8,19,-4,20,2,20,5,20,7,22,9,23,11,25,14,26,18,25,20,23,21,22,22,22,21,22,20,23,18,24,17,26,15,28,14,30,12,32,10,35,7,37,6,40,4,43,2,45,1,48,0,50,-2,51,-3,
TRAS,D2,126,97,23,0,-5,29,-5,29,-4,28,-4,27,-3,26,-2,25,0,24,1,23,2,23,4,22,6,22,7,21,7,22,8,22,9,23,8,24,7,25,5,27,2,27,-1,26,-4,23,-5,20,-6,18,-8,17,-9,16,-3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,-4,10,-4,10,-6,10,-7,11,-8,12,-10,12,-12,13,-13,12,-14,11,-14,11,-14,10,-14,11,-13,11,-12,12,-11,13,-10,14,-10,15,-9,17,-8,18,-7,20,-7,22,-6,23,-6,25,-5,26,-5,28,-6,29,-5,17,-14,57,-13,56,-12,55,-11,53,-9,51,-7,50,-5,48,-3,47,0,45,3,44,6,43,9,42,11,42,13,42,15,43,15,45,15,47,12,50,8,52,2,52,-4,49,-8,44,-11,39,-14,35,-17,32,-21,28,-30,18,-34,11,-7,1,-3,-1,0,-1,-1,-1,0,-1,0,1,0,3,3,21,-2,21,-7,20,-9,20,-12,20,-14,21,-17,23,-20,23,-24,23,-27,22,-28,20,-28,19,-28,19,-27,19,-25,21,-24,22,-23,24,-21,26,-20,28,-18,32,-17,35,-16,38,-15,42,-14,45,-13,48,-12,51,-12,53,-11,55,
TRAS,D2,126,97,23,0,-28,-11,-28,-10,-28,-10,-27,-8,-26,-6,-26,-5,-25,-3,-25,-1,-24,0,-24,2,-24,3,-24,5,-24,6,-25,8,-26,8,-27,8,-29,7,-30,5,-31,2,-29,-2,-26,-5,-23,-7,-21,-8,-19,-10,-18,-11,-5,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,-3,-10,-10,-10,-10,-10,-11,-10,-13,-11,-15,-11,-17,-10,-19,-8,-21,-7,-21,-6,-21,-6,-20,-6,-20,-7,-19,-8,-18,-9,-17,-11,-17,-12,-17,-14,-16,-16,-15,-18,-15,-20,-14,-22,-14,-23,-14,-24,-13,-26,-13,-26,-13,-17,-6,-56,-18,-55,-18,-54,-16,-53,-14,-52,-12,-51,-8,-50,-5,-49,-2,-47,1,-46,4,-45,7,-44,9,-44,12,-45,15,-46,18,-48,19,-51,19,-54,17,-57,13,-57,7,-54,0,-50,-6,-45,-10,-41,-13,-37,-17,-33,-21,-25,-28,-18,-34,-3,-7,-1,-3,0,0,0,-1,0,0,-2,0,-5,-1,-26,-2,-25,-7,-22,-15,-21,-18,-21,-20,-21,-23,-22,-26,-22,-31,-21,-35,-19,-37,-16,-39,-14,-39,-13,-38,-14,-36,-15,-35,-17,-34,-19,-32,-22,-31,-26,-30,-29,-28,-33,-27,-36,-26,-39,-25,-43,-24,-46,-23,-49,-22,-51,-21,-53,-20,
TRAS,D2,126,97,23,0,-24,-26,-23,-25,-23,-24,-23,-23,-23,-21,-23,-19,-23,-17,-24,-15,-24,-13,-25,-11,-25,-9,-26,-8,-27,-7,-28,-7,-30,-7,-31,-8,-31,-10,-32,-13,-30,-16,-26,-19,-22,-20,-18,-19,-15,-19,-13,-20,-11,-20,-3,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-3,-6,-12,-5,-13,-4,-14,-4,-15,-4,-17,-3,-19,-1,-20,1,-21,2,-21,2,-20,2,-20,1,-20,0,-20,-2,-20,-3,-20,-5,-20,-7,-20,-9,-21,-11,-21,-13,-21,-15,-22,-17,-23,-19,-23,-21,-24,-23,-25,-25,-25,-12,-18,-39,-57,-38,-55,-38,-52,-38,-50,-38,-47,-39,-44,-40,-41,-40,-37,-42,-34,-43,-30,-44,-27,-45,-24,-47,-22,-49,-20,-52,-19,-54,-20,-56,-22,-57,-26,-55,-32,-51,-38,-44,-41,-36,-42,-29,-41,-23,-41,-17,-41,-11,-40,10,-40,20,-37,4,-7,2,-2,0,0,0,0,-1,0,-2,-1,-4,-4,-16,-19,-12,-22,-9,-24,-6,-26,-5,-28,-4,-30,-2,-33,0,-36,3,-38,6,-39,8,-38,9,-37,8,-37,7,-36,4,-36,2,-37,-1,-37,-4,-38,-7,-39,-11,-40,-15,-42,-19,-43,-23,-45,-27,-47,-30,-49,-34,-51,-36,-52,-39,-52,
TRAS,D2,126,97,23,0,-29,8,-28,8,-28,8,-27,9,-26,10,-24,11,-23,12,-22,13,-21,15,-19,16,-18,17,-17,18,-17,20,-17,21,-18,22,-19,23,-21,23,-24,22,-26,19,-28,15,-27,11,-25,7,-24,5,-23,2,-24,0,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,-1,-10,-4,-10,-5,-10,-6,-11,-6,-12,-7,-12,-9,-13,-11,-12,-12,-12,-12,-11,-12,-11,-12,-12,-11,-12,-10,-13,-9,-14,-8,-15,-6,-16,-5,-18,-4,-19,-2,-20,-1,-22,0,-23,2,-24,3,-25,4,-27,5,-28,6,-18,3,-58,12,-57,12,-55,13,-53,14,-51,16,-49,18,-47,20,-45,22,-42,25,-40,27,-37,30,-35,32,-34,35,-33,37,-33,40,-34,43,-38,44,-42,44,-47,41,-51,35,-53,28,-52,20,-49,13,-47,8,-45,2,-43,-4,-38,-19,-33,-28,-6,-6,-2,-3,0,-1,0,-1,0,0,-1,0,-4,0,-19,-1,-19,-4,-19,-8,-18,-10,-19,-11,-20,-13,-21,-15,-22,-18,-23,-21,-22,-23,-21,-24,-21,-24,-21,-23,-22,-21,-23,-19,-24,-17,-26,-15,-28,-14,-30,-11,-33,-9,-36,-6,-38,-3,-41,-1,-44,2,-47,5,-50,7,-52,9,-54,11,
TRAS,D2,126,97,23,0,5,-32,4,-32,4,-31,2,-30,1,-29,-1,-28,-3,-28,-4,-27,-6,-26,-8,-25,-10,-25,-12,-25,-14,-25,-15,-26,-16,-27,-17,-28,-16,-31,-14,-33,-10,-35,-5,-34,-2,-32,1,-29,3,-26,6,-25,8,-25,2,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,7,-5,8,-5,8,-6,9,-6,11,-6,12,-6,14,-5,14,-5,15,-5,14,-5,14,-5,13,-6,13,-7,12,-8,12,-10,11,-11,11,-13,11,-15,10,-17,9,-19,8,-21,8,-23,7,-25,7,-27,7,-29,7,-30,1,-10,3,-32,3,-31,2,-31,1,-30,0,-29,-2,-28,-3,-27,-5,-27,-6,-26,-8,-25,-10,-24,-11,-23,-13,-23,-15,-23,-16,-23,-18,-25,-18,-26,-18,-29,-15,-31,-12,-33,-8,-32,-4,-30,-1,-28,1,-26,4,-25,8,-23,13,-19,18,-16,3,-3,1,-1,-1,0,-1,0,-1,0,-1,-1,0,-2,3,-9,4,-8,6,-7,7,-6,8,-6,9,-6,10,-7,11,-7,12,-6,13,-6,13,-5,13,-5,13,-6,12,-7,12,-8,11,-9,11,-11,10,-12,9,-14,8,-15,8,-17,7,-19,6,-21,6,-23,5,-25,4,-27,4,-28,3,-29,
TRAS,D2,126,97,23,0,-28,9,-28,9,-27,10,-26,10,-24,11,-23,12,-22,13,-20,14,-19,16,-17,17,-16,18,-15,19,-14,21,-14,22,-15,24,-16,25,-18,25,-22,25,-24,22,-26,18,-26,14,-24,10,-23,8,-23,5,-24,3,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,-1,-10,-3,-9,-4,-10,-4,-11,-5,-12,-6,-13,-7,-13,-9,-13,-10,-13,-11,-12,-11,-13,-10,-13,-9,-14,-8,-14,-7,-15,-7,-16,-6,-17,-4,-18,-3,-19,-1,-21,0,-22,1,-23,3,-24,4,-26,6,-27,6,-28,7,-18,3,-57,12,-56,13,-54,14,-52,15,-50,16,-47,18,-45,21,-43,23,-40,25,-38,28,-35,31,-33,33,-31,35,-30,38,-29,41,-31,44,-34,46,-38,47,-44,45,-48,40,-51,33,-50,25,-48,18,-46,13,-45,7,-44,0,-40,-16,-35,-26,-7,-6,-2,-3,0,-1,0,-1,0,0,-1,0,-4,0,-18,0,-18,-3,-18,-6,-18,-8,-19,-9,-20,-11,-22,-13,-23,-15,-24,-18,-24,-21,-23,-22,-22,-22,-22,-21,-23,-19,-24,-18,-25,-16,-27,-14,-29,-12,-31,-10,-34,-7,-37,-5,-39,-2,-42,1,-45,3,-48,6,-50,8,-52,10,-53,12,
TRAS,D2,126,97,23,0,-26,9,-26,9,-25,10,-24,11,-23,12,-22,13,-21,14,-19,15,-18,16,-16,18,-15,19,-14,20,-14,22,-14,23,-14,24,-16,25,-18,26,-21,25,-24,23,-26,19,-25,14,-24,11,-23,8,-23,5,-24,3,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-8,-5,-8,-5,-8,-6,-9,-7,-10,-8,-10,-9,-10,-10,-10,-11,-9,-12,-9,-11,-9,-10,-10,-10,-11,-9,-12,-8,-12,-7,-13,-6,-14,-5,-16,-3,-17,-2,-18,-1,-20,1,-21,2,-22,3,-23,5,-25,6,-26,6,-17,3,-53,14,-52,15,-50,16,-48,17,-47,18,-45,20,-42,23,-40,25,-38,28,-36,30,-33,32,-31,35,-29,37,-28,40,-29,43,-30,46,-33,48,-37,48,-43,46,-47,41,-50,33,-49,25,-47,18,-46,13,-45,7,-44,1,-39,-16,-35,-26,-7,-6,-2,-3,0,-1,0,-1,0,0,-1,0,-4,-1,-17,-2,-16,-6,-16,-9,-15,-11,-15,-12,-16,-14,-18,-16,-19,-18,-19,-20,-18,-22,-17,-23,-17,-22,-17,-21,-18,-19,-20,-18,-21,-16,-23,-14,-25,-12,-27,-10,-30,-8,-32,-5,-35,-2,-37,0,-40,3,-43,5,-45,8,-47,11,-48,13,
TRAS,D2,126,97,23,0,24,-9,24,-10,23,-10,22,-11,21,-12,19,-12,18,-13,17,-14,16,-15,15,-16,14,-17,13,-18,13,-20,12,-21,13,-22,14,-23,16,-24,19,-23,21,-20,22,-17,22,-13,21,-10,20,-7,20,-5,20,-3,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,4,7,4,7,4,7,5,8,5,9,6,9,7,9,8,9,8,9,8,9,8,10,7,10,6,11,5,12,5,13,4,14,2,15,1,16,0,18,-1,19,-3,20,-4,21,-5,22,-6,23,-7,24,-7,14,-6,48,-18,47,-19,45,-19,44,-20,42,-21,39,-23,37,-25,34,-27,32,-28,30,-30,28,-32,26,-34,24,-36,23,-39,23,-41,23,-44,26,-46,30,-46,35,-45,39,-40,42,-33,41,-26,40,-20,39,-15,38,-9,38,-4,36,8,33,17,5,3,1,1,-1,0,-1,0,-1,-1,0,-1,2,-1,16,-2,15,1,14,6,14,7,14,8,15,9,17,10,18,12,19,14,19,15,19,16,18,16,19,15,20,13,21,11,22,10,24,8,26,6,27,4,29,1,31,-1,34,-4,36,-6,38,-9,41,-11,43,-13,44,-15,45,-17,
TRAS,D2,126,97,23,0,12,-26,12,-27,11,-27,9,-26,7,-26,6,-26,4,-26,2,-26,1,-26,-1,-25,-2,-25,-4,-26,-6,-27,-7,-28,-8,-29,-8,-31,-6,-33,-4,-34,0,-34,4,-32,7,-29,9,-25,10,-22,12,-20,14,-19,3,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,1,7,1,7,1,8,1,9,1,9,1,10,1,11,2,11,1,11,1,11,1,11,0,12,-2,11,-3,12,-5,12,-6,12,-8,13,-10,12,-12,12,-14,12,-16,13,-18,13,-20,13,-21,14,-23,14,-24,3,-8,12,-26,11,-26,10,-26,9,-26,7,-26,6,-25,4,-25,3,-25,1,-25,0,-25,-2,-25,-4,-25,-5,-25,-7,-26,-8,-27,-9,-28,-9,-30,-7,-32,-5,-33,-1,-33,3,-31,5,-28,7,-25,9,-23,11,-20,13,-18,17,-12,20,-7,3,-1,1,0,-1,0,-1,0,-1,-1,0,-1,1,-1,7,-3,7,-2,7,0,7,0,7,0,8,0,8,0,9,1,10,1,10,1,10,1,10,1,11,0,11,-1,11,-2,11,-4,11,-5,11,-7,11,-8,11,-10,11,-12,11,-14,11,-16,11,-18,11,-20,11,-21,11,-23,11,-24,
TRAS,D2,126,97,23,0,7,-30,7,-30,6,-29,5,-28,3,-28,1,-27,0,-27,-2,-26,-3,-25,-5,-25,-7,-24,-8,-24,-10,-25,-11,-25,-12,-27,-12,-28,-11,-30,-9,-32,-5,-32,-1,-31,2,-28,4,-25,6,-23,8,-22,10,-21,2,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-2,9,-5,9,-5,10,-5,11,-5,12,-5,13,-4,14,-3,15,-3,15,-2,14,-3,14,-3,14,-4,13,-6,13,-7,12,-8,12,-10,12,-12,11,-13,11,-15,10,-18,9,-20,9,-22,9,-23,8,-25,9,-27,9,-28,6,-18,20,-56,19,-56,17,-55,16,-54,13,-53,10,-52,7,-51,4,-50,1,-49,-2,-48,-6,-48,-9,-47,-12,-48,-15,-48,-17,-50,-18,-52,-18,-56,-16,-59,-11,-62,-4,-62,3,-59,9,-53,13,-48,16,-44,20,-39,25,-35,37,-20,41,-10,7,-2,2,0,-1,0,-1,0,-1,0,0,-2,2,-4,12,-18,15,-14,18,-10,19,-9,20,-8,22,-7,24,-7,26,-6,28,-5,29,-3,29,-3,28,-3,27,-4,26,-6,26,-9,25,-12,25,-14,24,-17,24,-20,23,-24,22,-28,22,-32,21,-36,21,-40,20,-44,19,-48,19,-51,19,-52,
TRAS,D2,126,97,23,0,-15,-23,-15,-22,-15,-21,-16,-20,-16,-19,-17,-17,-17,-16,-18,-14,-18,-13,-19,-12,-19,-11,-20,-10,-21,-9,-22,-9,-23,-9,-24,-10,-24,-12,-24,-14,-22,-17,-19,-18,-15,-19,-12,-18,-9,-18,-7,-18,-5,-18,-2,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-3,-4,-11,-3,-11,-2,-12,-2,-13,-1,-15,0,-17,2,-18,3,-18,4,-18,5,-17,5,-16,4,-16,3,-16,2,-17,1,-17,0,-17,-1,-17,-3,-18,-5,-19,-6,-19,-8,-20,-9,-21,-10,-21,-11,-22,-13,-23,-14,-24,-9,-15,-27,-46,-27,-44,-28,-43,-28,-41,-29,-39,-30,-37,-31,-34,-32,-31,-33,-28,-33,-25,-35,-23,-36,-22,-38,-20,-40,-18,-42,-18,-44,-18,-46,-20,-46,-24,-45,-28,-41,-33,-35,-36,-28,-36,-22,-35,-18,-35,-12,-35,-7,-35,6,-33,14,-31,3,-6,1,-2,0,0,0,0,0,0,-2,-1,-3,-3,-13,-15,-10,-18,-7,-21,-5,-22,-3,-23,-2,-25,-1,-28,2,-31,5,-33,8,-34,10,-33,11,-32,11,-31,10,-30,8,-30,6,-31,4,-31,2,-32,-2,-33,-5,-34,-8,-36,-11,-37,-14,-38,-16,-40,-19,-42,-21,-43,-24,-44,-26,-44,
TRAS,D2,126,97,23,0,-24,-20,-24,-19,-24,-18,-23,-17,-23,-15,-23,-13,-23,-11,-23,-9,-23,-7,-23,-6,-24,-4,-24,-3,-25,-1,-26,-1,-28,0,-29,-1,-30,-2,-31,-5,-31,-8,-28,-11,-24,-13,-21,-14,-18,-15,-16,-16,-14,-17,-4,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-3,-7,-9,-7,-10,-7,-11,-7,-12,-7,-14,-7,-16,-6,-18,-4,-20,-3,-20,-2,-20,-2,-19,-2,-19,-3,-19,-5,-19,-6,-18,-7,-19,-9,-19,-11,-19,-13,-19,-15,-19,-16,-19,-18,-20,-19,-20,-20,-20,-22,-21,-23,-21,-16,-11,-50,-36,-49,-35,-47,-33,-46,-31,-46,-28,-46,-24,-46,-21,-46,-17,-46,-14,-46,-11,-45,-7,-46,-4,-47,-1,-48,1,-50,3,-53,4,-56,3,-58,0,-60,-5,-58,-12,-54,-18,-48,-22,-42,-25,-37,-27,-32,-29,-27,-33,-17,-37,-7,-40,-1,-8,0,-3,0,0,0,-1,0,0,-2,0,-4,-1,-18,-5,-18,-8,-15,-15,-15,-17,-15,-19,-15,-22,-15,-25,-15,-30,-13,-33,-11,-36,-9,-37,-7,-37,-7,-36,-8,-36,-9,-35,-11,-34,-13,-34,-16,-34,-20,-34,-23,-34,-26,-34,-30,-34,-34,-34,-37,-35,-40,-35,-43,-35,-45,-35,-47,-34,
TRAS,D2,126,97,23,0,-12,-29,-12,-29,-12,-28,-12,-27,-13,-25,-14,-23,-15,-22,-16,-21,-17,-19,-18,-17,-19,-16,-20,-16,-21,-15,-23,-15,-24,-16,-24,-17,-24,-19,-23,-22,-21,-24,-17,-25,-13,-24,-9,-23,-7,-22,-4,-21,-2,-22,-1,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,-9,0,-9,1,-10,1,-11,2,-12,3,-13,4,-14,5,-15,6,-15,6,-15,6,-15,5,-15,5,-16,4,-16,3,-17,2,-18,0,-19,-1,-19,-2,-21,-4,-22,-5,-23,-7,-24,-8,-25,-9,-27,-10,-28,-10,-28,-6,-19,-18,-59,-18,-57,-19,-55,-19,-53,-21,-51,-22,-49,-24,-46,-26,-43,-28,-40,-30,-38,-32,-35,-34,-33,-37,-32,-39,-31,-41,-31,-43,-32,-44,-35,-44,-39,-41,-44,-36,-48,-28,-49,-21,-48,-15,-45,-10,-43,-5,-42,1,-40,17,-35,25,-30,5,-6,2,-2,-1,0,0,0,-1,0,-1,-1,-2,-3,-7,-16,-4,-17,-1,-17,1,-18,2,-19,3,-20,5,-22,7,-24,9,-26,12,-27,13,-27,14,-27,13,-27,12,-28,11,-29,10,-30,8,-31,6,-33,3,-35,0,-37,-2,-40,-5,-42,-8,-45,-10,-48,-12,-50,-15,-52,-17,-54,-19,-54,
TRAS,D2,126,97,23,0,-3,26,-3,26,-2,25,-1,24,0,23,1,22,2,21,3,20,5,19,6,19,8,18,9,18,10,18,11,18,11,19,11,20,11,21,9,23,6,24,3,23,0,21,-2,19,-3,17,-5,16,-6,16,-2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,-2,10,-3,10,-5,10,-6,11,-7,12,-9,13,-11,13,-12,13,-13,12,-14,11,-13,11,-13,11,-12,12,-12,12,-11,13,-10,14,-9,15,-8,16,-8,17,-7,19,-6,20,-6,22,-5,23,-4,24,-4,25,-4,25,-2,15,-4,52,-3,51,-2,49,-1,47,1,45,3,43,5,42,7,40,9,38,12,37,14,36,17,34,19,34,21,33,23,34,24,35,24,38,23,41,20,43,15,45,9,44,3,41,-1,37,-4,34,-8,32,-12,29,-20,24,-25,19,-5,3,-3,0,0,-1,-1,-1,0,-1,0,0,1,3,8,17,4,18,-3,19,-5,20,-7,21,-9,22,-12,24,-15,25,-19,26,-22,25,-24,24,-24,23,-24,22,-23,22,-22,23,-21,24,-19,26,-18,27,-16,30,-14,32,-12,34,-10,37,-9,40,-8,43,-6,45,-5,48,-5,49,-3,49,
TRAS,D2,126,97,23,0,25,-17,25,-17,24,-17,22,-17,21,-17,19,-18,17,-18,16,-19,14,-19,13,-20,11,-21,10,-22,10,-23,9,-24,9,-25,11,-26,12,-26,15,-26,18,-24,19,-20,20,-17,19,-13,18,-10,18,-8,19,-6,4,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,9,-4,10,-3,10,-3,12,-3,13,-2,15,-1,17,0,17,2,17,3,17,3,17,3,17,3,17,2,17,1,17,-1,18,-2,19,-3,19,-5,20,-7,20,-8,21,-10,22,-11,23,-13,24,-14,25,-15,26,-15,16,-9,52,-30,50,-30,48,-30,46,-30,43,-31,40,-32,37,-34,34,-35,31,-36,28,-37,26,-38,23,-39,21,-41,20,-43,19,-46,19,-48,22,-50,25,-51,30,-49,35,-45,38,-38,38,-31,37,-24,37,-19,37,-13,37,-8,35,6,33,15,5,3,1,1,-1,0,-1,0,-1,0,0,-2,2,-3,13,-14,15,-11,18,-7,20,-6,21,-5,23,-4,26,-3,30,-1,32,2,34,5,34,7,33,8,32,8,32,7,32,5,33,3,33,1,35,-2,36,-5,37,-8,38,-12,40,-15,42,-18,44,-21,46,-23,47,-25,49,-27,50,-29,
TRAS,D2,126,97,23,0,-28,7,-27,7,-26,7,-25,7,-24,8,-23,9,-21,10,-20,11,-19,13,-18,14,-17,15,-16,16,-16,17,-16,18,-17,19,-18,20,-20,20,-22,18,-24,16,-25,12,-24,8,-22,5,-21,3,-20,1,-20,-1,-5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,-1,-11,-1,-11,-2,-11,-3,-12,-3,-13,-4,-14,-6,-15,-7,-15,-8,-15,-9,-14,-10,-14,-9,-14,-9,-15,-8,-15,-7,-16,-6,-16,-5,-18,-4,-19,-2,-20,-1,-21,0,-22,1,-24,3,-25,4,-26,4,-27,5,-28,5,-17,3,-55,10,-54,11,-52,11,-50,12,-48,13,-46,15,-44,17,-42,19,-39,21,-37,23,-35,25,-33,27,-32,30,-32,32,-32,34,-33,36,-36,37,-40,36,-44,33,-47,28,-48,21,-46,14,-43,9,-41,4,-39,-1,-37,-6,-32,-19,-27,-26,-5,-6,-1,-3,0,-1,0,-1,0,-1,-1,0,-3,1,-17,7,-19,4,-20,-1,-21,-3,-22,-5,-23,-6,-25,-8,-27,-11,-28,-14,-28,-17,-28,-19,-27,-19,-26,-18,-27,-17,-27,-15,-28,-14,-29,-12,-31,-10,-33,-8,-35,-5,-37,-3,-39,-1,-42,1,-45,3,-47,6,-49,8,-51,10,-53,12,
TRAS,D2,126,97,23,0,-17,-24,-17,-23,-17,-22,-17,-21,-17,-19,-18,-17,-18,-16,-19,-14,-19,-13,-20,-11,-20,-10,-21,-9,-22,-8,-23,-7,-25,-7,-26,-8,-27,-10,-27,-12,-25,-15,-22,-17,-18,-18,-14,-17,-12,-17,-10,-18,-8,-18,-2,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-3,-2,-9,-2,-10,-2,-10,-2,-11,-2,-13,-1,-14,0,-16,1,-16,2,-17,3,-16,3,-16,3,-16,2,-17,0,-17,-1,-17,-2,-17,-4,-18,-5,-19,-7,-20,-8,-20,-10,-21,-11,-21,-12,-22,-13,-23,-14,-24,-15,-25,-10,-15,-32,-47,-32,-46,-31,-43,-32,-41,-32,-39,-33,-36,-34,-33,-35,-30,-36,-27,-37,-24,-38,-21,-39,-19,-41,-17,-43,-15,-45,-14,-47,-14,-49,-16,-50,-20,-49,-24,-46,-29,-40,-33,-34,-34,-28,-34,-23,-34,-18,-35,-12,-35,1,-35,10,-34,2,-7,1,-2,0,0,0,0,0,0,-2,-1,-3,-2,-13,-12,-11,-14,-6,-17,-5,-18,-4,-20,-4,-21,-3,-24,-2,-27,0,-29,2,-31,4,-31,5,-31,5,-31,4,-31,2,-31,0,-32,-2,-33,-4,-33,-7,-34,-10,-36,-13,-37,-16,-38,-19,-39,-22,-41,-25,-43,-27,-44,-29,-44,-31,-44,
