device,local,real0,im0,real1,im1,real2,im2,real3,im3,real4,im4,real5,im5,real6,im6,real7,im7,real8,im8,real9,im9,real10,im10,real11,im11,real12,im12,real13,im13,real14,im14,real15,im15,real16,im16,real17,im17,real18,im18,real19,im19,real20,im20,real21,im21,real22,im22,real23,im23,real24,im24,real25,im25,real26,im26,real27,im27,real28,im28,real29,im29,real30,im30,real31,im31,real32,im32,real33,im33,real34,im34,real35,im35,real36,im36,real37,im37,real38,im38,real39,im39,real40,im40,real41,im41,real42,im42,real43,im43,real44,im44,real45,im45,real46,im46,real47,im47,real48,im48,real49,im49,real50,im50,real51,im51,real52,im52,real53,im53,real54,im54,real55,im55,real56,im56,real57,im57,real58,im58,real59,im59,real60,im60,real61,im61,real62,im62,real63,im63,real64,im64,real65,im65,real66,im66,real67,im67,real68,im68,real69,im69,real70,im70,real71,im71,real72,im72,real73,im73,real74,im74,real75,im75,real76,im76,real77,im77,real78,im78,real79,im79,real80,im80,real81,im81,real82,im82,real83,im83,real84,im84,real85,im85,real86,im86,real87,im87,real88,im88,real89,im89,real90,im90,real91,im91,real92,im92,real93,im93,real94,im94,real95,im95,real96,im96,real97,im97,real98,im98,real99,im99,real100,im100,real101,im101,real102,im102,real103,im103,real104,im104,real105,im105,real106,im106,real107,im107,real108,im108,real109,im109,real110,im110,real111,im111,real112,im112,real113,im113,real114,im114,real115,im115,real116,im116,real117,im117,real118,im118,real119,im119,real120,im120,real121,im121,real122,im122,real123,im123,real124,im124,real125,im125,real126,im126,real127,im127
TRAS,B2,126,97,23,0,-21,-9,-19,-8,-17,-6,-16,-4,-14,-3,-12,-1,-11,1,-9,3,-8,4,-6,5,-5,6,-3,7,-2,8,-1,10,0,12,1,13,2,14,1,15,0,16,-1,16,-2,16,-3,15,-4,14,-5,14,-6,14,-2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-3,-21,-10,-20,-11,-20,-13,-21,-16,-22,-19,-22,-23,-21,-27,-19,-30,-16,-30,-14,-30,-13,-29,-13,-28,-14,-26,-14,-24,-15,-23,-16,-23,-18,-21,-19,-20,-21,-19,-22,-18,-23,-17,-24,-16,-24,-15,-24,-15,-24,-14,-24,-13,-13,-8,-41,-22,-39,-19,-36,-16,-32,-13,-29,-9,-26,-5,-23,-2,-20,2,-17,5,-15,8,-12,11,-9,13,-7,15,-4,17,-2,19,0,22,2,25,2,28,1,31,-1,32,-3,32,-5,30,-7,29,-9,28,-12,27,-15,26,-24,20,-28,15,-6,2,-3,0,0,-1,1,-1,0,0,-3,1,-8,1,-40,7,-41,-2,-40,-16,-40,-21,-40,-25,-41,-30,-43,-36,-43,-44,-40,-51,-36,-56,-31,-58,-27,-57,-25,-55,-25,-53,-26,-50,-27,-47,-29,-45,-31,-43,-33,-40,-36,-38,-39,-36,-41,-34,-43,-33,-44,-31,-45,-30,-46,-28,-47,-26,-47,-25,
TRAS,B2,126,97,23,0,-17,5,-15,6,-13,7,-11,9,-9,10,-6,11,-5,12,-3,13,-1,14,1,14,3,15,5,15,7,16,9,17,11,18,12,19,13,21,12,24,10,25,8,26,5,24,2,23,1,22,-1,22,-2,22,-1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-2,-19,-6,-19,-7,-19,-8,-21,-10,-22,-13,-23,-17,-23,-20,-21,-22,-19,-23,-17,-23,-16,-23,-16,-22,-16,-20,-16,-18,-17,-16,-18,-15,-19,-13,-20,-11,-20,-10,-21,-8,-22,-6,-22,-5,-22,-4,-22,-2,-21,-1,-21,0,-12,1,-36,5,-33,7,-29,10,-25,13,-21,15,-17,18,-14,21,-10,23,-6,25,-3,26,1,28,5,29,9,30,12,32,16,33,19,36,20,39,21,43,19,47,15,50,11,50,7,48,3,45,-1,43,-5,42,-10,40,-26,34,-34,28,-7,4,-3,0,-1,-1,0,-1,0,0,-2,1,-6,1,-33,6,-34,-2,-36,-11,-36,-15,-37,-19,-38,-23,-41,-28,-42,-34,-41,-41,-38,-45,-34,-47,-30,-47,-28,-45,-28,-42,-29,-39,-30,-36,-31,-33,-32,-30,-34,-28,-36,-24,-38,-21,-39,-18,-40,-15,-41,-12,-41,-9,-41,-6,-41,-3,-41,-1,
TRAS,B2,126,97,23,0,14,-12,12,-13,10,-13,7,-12,5,-13,2,-13,0,-12,-2,-12,-4,-12,-6,-11,-8,-10,-10,-10,-12,-10,-14,-10,-15,-10,-17,-10,-18,-12,-19,-14,-18,-15,-17,-17,-14,-17,-12,-17,-10,-17,-9,-18,-8,-19,-2,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-3,22,-9,22,-7,24,-6,26,-5,29,-3,31,0,33,3,33,7,32,9,30,10,28,10,26,9,26,7,25,6,24,4,24,2,25,1,24,-1,24,-3,23,-5,23,-7,23,-8,22,-9,22,-10,21,-11,20,-12,5,-4,16,-12,14,-12,12,-12,10,-12,7,-12,5,-12,2,-12,0,-12,-2,-12,-4,-11,-6,-11,-7,-11,-9,-10,-11,-10,-13,-10,-14,-10,-16,-11,-17,-12,-17,-14,-17,-16,-15,-17,-13,-17,-11,-17,-10,-17,-8,-17,-6,-18,2,-19,6,-19,1,-4,0,-1,0,0,-1,0,-1,0,0,-2,2,-4,13,-18,16,-15,20,-10,22,-7,23,-5,25,-4,28,-2,30,1,31,4,31,8,30,10,28,11,27,10,25,9,24,7,24,6,23,4,23,3,23,1,23,-1,23,-3,23,-4,22,-6,22,-7,22,-9,21,-10,20,-11,19,-12,
TRAS,B2,126,97,23,0,-22,2,-20,3,-18,4,-17,5,-15,6,-13,8,-11,9,-9,10,-7,11,-6,12,-4,13,-2,14,-1,15,0,16,1,17,2,19,2,20,1,22,-1,23,-3,22,-5,20,-6,18,-7,17,-8,16,-9,16,-3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-1,-20,-2,-21,-3,-21,-5,-23,-7,-25,-10,-26,-13,-26,-16,-25,-19,-23,-21,-21,-22,-19,-21,-18,-20,-19,-19,-19,-17,-20,-15,-21,-14,-22,-12,-22,-11,-23,-9,-24,-8,-25,-6,-25,-5,-26,-4,-26,-4,-26,-3,-25,-2,-15,1,-45,4,-42,5,-38,7,-34,9,-31,11,-27,13,-24,16,-20,18,-17,20,-14,22,-10,24,-7,25,-3,27,0,29,2,31,4,34,5,37,5,40,3,43,-1,43,-5,42,-8,39,-10,36,-13,34,-16,32,-20,29,-28,22,-33,16,-7,2,-3,0,0,-1,0,-1,0,-1,-2,1,-6,4,-29,21,-33,14,-38,1,-40,-3,-42,-7,-44,-10,-48,-15,-51,-21,-52,-28,-50,-34,-46,-37,-43,-39,-40,-38,-38,-35,-38,-33,-38,-30,-39,-27,-40,-24,-42,-21,-43,-18,-45,-15,-46,-12,-48,-10,-48,-7,-49,-5,-49,-3,-49,-1,-49,1,
TRAS,B2,126,97,23,0,-2,-19,-3,-17,-4,-15,-5,-14,-7,-11,-8,-9,-9,-7,-10,-5,-11,-3,-11,-2,-12,0,-12,2,-13,3,-14,5,-15,6,-17,7,-18,8,-20,8,-21,6,-21,4,-20,2,-19,0,-18,-1,-18,-2,-18,-4,-5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,2,-21,3,-21,5,-22,7,-23,9,-25,13,-27,17,-27,20,-25,22,-23,22,-21,21,-20,20,-19,19,-19,17,-20,16,-20,14,-21,12,-22,11,-23,10,-23,8,-24,7,-24,6,-25,5,-25,4,-24,3,-24,2,-24,-1,-13,-3,-39,-5,-36,-7,-32,-10,-28,-12,-24,-15,-21,-17,-17,-18,-13,-20,-9,-21,-5,-22,-1,-23,2,-24,5,-25,8,-26,12,-28,15,-31,17,-34,18,-37,17,-39,14,-39,10,-37,6,-36,3,-35,0,-34,-3,-34,-7,-31,-15,-27,-23,-5,-5,-2,-3,0,-1,0,0,-1,0,-2,-2,-5,-6,-21,-31,-14,-35,-2,-39,3,-40,7,-42,10,-45,15,-49,22,-53,28,-53,34,-51,38,-47,39,-44,38,-41,36,-40,33,-39,30,-40,28,-40,25,-41,21,-43,18,-44,16,-45,13,-47,11,-47,9,-48,6,-48,4,-47,2,-46,0,-45,
TRAS,B2,126,97,23,0,18,6,17,4,17,2,16,0,15,-2,14,-3,13,-5,11,-7,10,-9,9,-10,8,-12,8,-13,7,-15,6,-17,6,-18,6,-20,8,-21,10,-21,12,-20,14,-18,14,-16,14,-13,14,-11,14,-10,15,-9,3,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,16,12,15,13,15,14,15,17,15,20,14,23,12,27,10,28,7,28,5,27,5,26,5,24,6,23,7,22,8,21,10,20,11,19,12,18,14,17,15,16,17,15,18,15,18,14,19,13,20,12,20,11,10,6,35,19,33,16,32,12,31,8,29,4,28,1,26,-3,25,-7,23,-11,21,-14,20,-17,18,-20,17,-23,16,-26,15,-29,15,-33,17,-35,19,-37,23,-37,27,-35,29,-31,30,-26,29,-22,29,-18,29,-15,30,-11,31,3,30,11,5,2,1,1,-1,0,-2,-1,-1,-1,2,-1,7,0,37,8,34,15,31,24,28,28,26,32,26,36,25,42,23,48,19,53,13,56,9,56,6,54,5,51,5,48,7,45,10,43,12,42,15,40,18,39,21,37,23,36,26,34,28,33,30,31,33,30,34,28,36,26,37,24,
TRAS,B2,126,97,23,0,-10,23,-9,22,-7,21,-4,20,-1,20,1,19,3,18,5,17,7,17,9,16,12,15,14,14,16,14,18,13,20,14,22,15,23,17,23,20,21,22,18,24,15,24,11,23,9,21,7,22,5,23,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,4,-15,16,-17,15,-19,15,-21,15,-25,14,-28,13,-31,11,-32,8,-32,5,-31,3,-30,3,-29,3,-28,4,-26,5,-25,7,-24,9,-23,10,-23,12,-22,14,-21,16,-20,18,-20,20,-19,21,-18,21,-17,22,-16,23,-6,14,-19,47,-16,46,-12,44,-8,42,-3,40,2,38,6,37,10,35,14,33,18,31,21,29,26,27,29,25,33,24,37,23,41,23,44,26,46,30,46,35,43,40,37,43,31,44,25,42,21,42,16,43,10,45,-3,46,-14,45,-4,8,-3,2,-1,-2,-1,-2,0,-1,1,2,1,7,4,41,-5,40,-22,35,-27,33,-31,33,-36,33,-42,32,-49,31,-55,27,-59,22,-60,18,-59,15,-56,13,-53,14,-51,15,-48,17,-46,19,-44,22,-41,25,-39,29,-37,32,-36,35,-34,38,-32,41,-30,43,-28,45,-26,47,-23,47,
TRAS,B2,126,97,23,0,5,-21,4,-20,2,-19,1,-18,-1,-17,-3,-17,-5,-16,-6,-15,-8,-14,-9,-13,-10,-12,-12,-12,-13,-12,-15,-11,-16,-12,-17,-12,-18,-14,-18,-16,-16,-18,-13,-19,-11,-19,-8,-18,-7,-17,-5,-17,-3,-17,-1,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-4,4,-15,5,-15,7,-16,9,-17,11,-18,14,-19,17,-19,20,-17,21,-16,21,-14,20,-13,20,-12,19,-13,18,-13,17,-14,17,-15,16,-16,15,-17,14,-18,13,-19,12,-20,12,-21,11,-21,10,-22,10,-23,9,-23,3,-14,10,-43,8,-41,5,-38,2,-36,-1,-35,-5,-33,-8,-31,-11,-29,-13,-27,-16,-25,-19,-24,-21,-22,-24,-21,-27,-20,-29,-19,-32,-20,-34,-22,-36,-24,-35,-28,-32,-31,-27,-33,-23,-34,-18,-33,-15,-32,-11,-32,-6,-33,4,-32,12,-31,2,-6,1,-2,0,0,0,0,-1,0,-2,-2,-3,-5,-11,-27,-6,-29,4,-30,8,-31,11,-32,14,-33,19,-36,24,-38,30,-37,35,-35,38,-32,38,-29,38,-27,36,-27,35,-27,33,-28,32,-29,30,-30,28,-32,26,-34,24,-37,22,-39,21,-40,20,-42,18,-43,16,-44,15,-44,13,-44,
TRAS,B2,126,97,23,0,16,-15,16,-15,15,-15,14,-15,12,-16,11,-16,9,-16,8,-16,7,-16,5,-16,4,-16,3,-17,2,-17,1,-18,1,-18,1,-19,1,-19,3,-19,4,-18,5,-17,6,-15,6,-13,5,-11,5,-10,6,-10,1,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-3,14,-11,15,-10,16,-9,18,-8,20,-7,22,-6,23,-3,23,-1,23,1,21,2,20,2,19,1,18,0,18,-1,18,-2,17,-3,17,-4,17,-6,17,-7,17,-8,17,-9,17,-10,17,-12,17,-13,18,-14,18,-15,10,-10,34,-30,32,-30,30,-29,28,-29,26,-30,23,-30,20,-31,18,-31,15,-31,12,-31,10,-31,7,-32,5,-32,3,-33,2,-34,1,-35,1,-37,3,-37,5,-37,8,-35,10,-32,11,-28,10,-24,10,-22,11,-19,12,-17,16,-12,18,-9,3,-2,1,0,-1,0,-1,0,-1,0,-1,-3,1,-7,11,-34,17,-30,26,-23,29,-20,32,-18,35,-16,39,-14,43,-11,45,-7,46,-2,44,1,42,3,40,3,38,2,36,0,35,-1,34,-3,34,-6,33,-8,33,-11,33,-14,33,-17,33,-19,33,-21,33,-23,34,-26,34,-27,34,-29,
TRAS,B2,126,97,23,0,10,7,10,5,10,3,9,0,9,-2,9,-4,8,-6,7,-8,6,-9,5,-11,4,-13,3,-14,2,-16,1,-18,1,-20,1,-22,1,-23,4,-24,6,-24,8,-23,9,-21,10,-18,10,-17,11,-16,12,-15,3,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,18,5,19,4,21,3,23,1,24,0,26,-3,28,-5,28,-8,27,-8,26,-8,25,-7,24,-6,23,-4,22,-3,22,-1,21,1,21,2,20,4,20,5,20,7,19,8,18,9,17,9,16,10,15,11,13,6,6,20,18,19,15,19,10,19,6,18,1,18,-3,17,-7,15,-10,14,-14,12,-18,10,-21,8,-23,6,-26,5,-30,3,-33,2,-37,2,-41,4,-44,7,-46,12,-46,16,-43,18,-39,20,-35,21,-32,23,-29,26,-26,32,-16,35,-8,6,-1,2,0,-1,0,-1,-1,-1,-1,2,0,5,4,26,24,21,30,13,36,9,39,7,42,5,44,2,48,-2,51,-7,54,-12,54,-16,53,-17,50,-17,48,-15,45,-12,43,-9,42,-6,42,-3,41,1,41,4,40,7,39,10,38,12,37,14,36,16,34,18,31,20,29,21,26,
TRAS,B2,100,-64,5,0,10,-22,9,-20,7,-19,5,-18,3,-17,1,-16,0,-14,-2,-13,-4,-12,-6,-10,-7,-9,-8,-8,-9,-7,-11,-7,-12,-6,-13,-6,-14,-6,-14,-7,-13,-8,-13,-9,-11,-9,-10,-8,-10,-8,-9,-8,-9,-9,-2,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-6,8,-23,10,-22,12,-22,15,-23,19,-24,23,-24,27,-22,30,-19,30,-17,30,-15,29,-14,27,-13,26,-14,24,-15,23,-15,22,-16,22,-18,21,-19,20,-20,19,-22,18,-23,17,-24,16,-24,15,-25,15,-25,14,-25,8,-14,26,-43,23,-40,19,-38,16,-36,11,-34,7,-32,4,-29,0,-27,-3,-24,-6,-22,-9,-20,-12,-18,-15,-16,-17,-15,-19,-13,-22,-12,-24,-12,-25,-12,-25,-14,-24,-16,-23,-17,-21,-18,-18,-17,-17,-17,-16,-17,-13,-19,-5,-23,-1,-25,0,-5,0,-2,0,0,0,1,-1,0,-2,-3,-2,-9,-5,-45,5,-44,15,-44,22,-42,28,-42,33,-42,39,-44,47,-43,54,-40,59,-35,61,-29,60,-25,58,-22,55,-21,52,-22,49,-24,47,-26,45,-29,43,-31,41,-34,40,-37,38,-40,37,-42,35,-44,34,-46,32,-47,30,-47,29,-48,
TRAS,B2,100,-64,5,0,9,18,9,17,9,15,9,12,9,10,10,8,10,6,10,4,10,2,10,0,10,-1,11,-3,11,-5,11,-6,11,-8,12,-8,13,-9,15,-9,16,-8,16,-6,15,-5,14,-3,14,-2,14,-1,14,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,9,19,7,19,6,21,5,23,3,26,1,28,-3,30,-6,30,-8,29,-10,28,-10,26,-9,25,-8,25,-7,24,-5,24,-4,24,-2,24,0,24,1,24,3,24,4,24,5,24,6,24,7,24,7,23,8,22,5,12,17,39,17,35,18,31,18,27,19,23,19,19,19,15,19,11,20,7,20,4,20,0,20,-3,21,-6,21,-9,22,-12,23,-15,24,-17,26,-17,29,-17,30,-15,31,-12,30,-9,29,-6,28,-4,27,-2,26,2,24,11,21,17,3,3,0,1,-1,-1,-2,-1,-1,-1,2,0,6,2,34,18,29,25,20,34,16,38,13,41,10,45,7,50,3,55,-3,59,-9,59,-14,58,-17,55,-17,52,-16,49,-14,48,-11,47,-9,46,-6,46,-2,46,1,46,3,46,6,46,9,47,10,47,13,46,14,46,16,45,17,43,
TRAS,B2,126,97,23,0,12,20,12,19,12,18,12,16,12,15,13,13,13,12,13,10,14,9,14,7,14,6,14,5,14,4,15,3,16,2,16,2,17,3,17,4,16,5,15,6,13,6,11,6,10,6,9,5,9,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,10,19,10,19,9,20,7,23,5,25,2,27,-1,28,-4,28,-5,27,-6,26,-6,25,-5,23,-4,22,-3,21,-2,21,0,21,1,20,3,20,4,21,6,20,7,20,9,20,10,21,10,21,11,21,12,20,7,12,26,40,25,38,24,36,24,34,25,31,25,28,25,25,25,22,26,19,26,16,27,14,27,11,28,9,29,7,30,5,31,4,32,4,32,4,32,6,31,8,28,10,25,11,22,11,20,10,18,11,16,11,11,15,8,18,1,3,-1,1,-1,-1,-2,-1,-1,-1,2,0,7,4,38,23,33,28,22,35,19,37,17,40,15,44,11,49,6,53,0,55,-5,55,-10,53,-11,51,-11,48,-10,45,-8,42,-5,41,-2,40,1,39,4,39,7,39,10,39,12,39,15,39,17,40,19,40,22,40,24,40,25,39,
TRAS,B2,126,97,23,0,9,-23,8,-23,7,-22,6,-22,5,-21,3,-21,2,-20,1,-20,-1,-19,-2,-19,-4,-18,-5,-18,-6,-19,-7,-19,-8,-19,-8,-20,-8,-21,-6,-22,-4,-22,-2,-21,0,-19,1,-17,1,-15,2,-14,3,-14,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-3,-2,-12,-1,-12,1,-13,2,-14,4,-15,6,-16,9,-16,11,-15,13,-13,14,-12,14,-11,13,-11,13,-11,12,-11,12,-12,12,-13,11,-13,11,-14,11,-15,10,-17,10,-18,10,-19,10,-20,9,-21,10,-22,11,-23,7,-14,22,-44,21,-43,19,-42,17,-42,15,-41,12,-40,9,-39,7,-38,4,-37,1,-36,-2,-36,-4,-36,-7,-36,-9,-36,-11,-36,-12,-38,-13,-39,-12,-41,-9,-42,-5,-41,-1,-39,2,-36,3,-33,5,-30,7,-28,9,-25,17,-19,22,-15,4,-3,1,-1,-1,0,0,0,-1,0,-2,-1,-4,-3,-16,-17,-11,-20,-5,-23,-1,-24,3,-26,6,-27,10,-29,15,-29,19,-29,24,-27,26,-24,28,-21,28,-20,27,-19,26,-19,25,-20,25,-21,24,-22,24,-24,23,-26,23,-28,22,-31,21,-33,21,-35,21,-38,21,-40,21,-42,21,-43,
TRAS,B2,126,97,23,0,15,-13,13,-13,11,-13,8,-12,6,-12,4,-11,2,-11,0,-10,-2,-9,-4,-8,-5,-8,-7,-7,-8,-7,-10,-6,-11,-6,-13,-6,-14,-7,-14,-8,-13,-9,-12,-10,-11,-10,-10,-10,-9,-10,-8,-11,-7,-11,-2,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-4,16,-14,17,-13,19,-12,22,-12,25,-11,28,-9,31,-7,32,-3,32,-1,31,1,29,1,28,1,27,0,26,-1,26,-3,25,-4,25,-6,24,-7,24,-9,24,-11,23,-12,23,-13,22,-14,21,-14,21,-15,20,-15,5,-4,16,-13,15,-13,12,-12,10,-12,8,-11,6,-11,4,-10,2,-10,0,-9,-2,-9,-4,-8,-5,-8,-6,-7,-8,-7,-9,-6,-11,-6,-12,-6,-13,-7,-13,-8,-13,-9,-12,-10,-11,-10,-9,-10,-8,-10,-7,-11,-6,-11,-2,-13,1,-13,0,-3,0,-1,0,0,-1,0,-1,0,-1,-2,1,-4,7,-19,10,-17,15,-14,17,-13,19,-11,21,-11,24,-10,27,-8,30,-6,31,-2,31,0,30,1,28,2,27,1,26,0,25,-1,24,-2,24,-4,24,-5,23,-7,23,-9,23,-10,22,-11,22,-12,21,-13,21,-14,20,-14,19,-15,
TRAS,B2,126,97,23,0,-25,-6,-24,-5,-24,-4,-23,-3,-22,-1,-21,1,-21,2,-20,3,-19,5,-18,7,-17,8,-17,9,-16,11,-17,12,-17,13,-18,14,-19,14,-20,13,-21,11,-21,9,-20,7,-18,5,-17,4,-16,2,-16,1,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,0,-14,1,-15,-1,-15,-2,-16,-4,-18,-6,-18,-9,-18,-12,-16,-14,-14,-16,-14,-16,-13,-16,-12,-15,-12,-15,-12,-14,-13,-13,-14,-13,-15,-12,-16,-12,-17,-11,-18,-10,-19,-10,-21,-9,-22,-9,-23,-8,-24,-7,-24,-7,-16,-4,-49,-13,-47,-12,-46,-10,-45,-8,-43,-6,-42,-3,-41,0,-40,3,-38,6,-36,10,-35,13,-33,15,-33,18,-32,20,-32,23,-33,25,-34,27,-36,27,-39,25,-40,20,-40,16,-38,12,-35,9,-34,6,-32,3,-31,0,-28,-10,-26,-17,-5,-4,-2,-2,0,-1,0,-1,0,-1,-1,1,-4,3,-21,17,-24,11,-28,3,-29,-1,-30,-5,-32,-8,-34,-12,-35,-18,-34,-23,-31,-27,-28,-30,-26,-31,-24,-31,-23,-30,-23,-29,-23,-27,-24,-26,-26,-25,-28,-24,-30,-22,-32,-21,-35,-20,-37,-19,-39,-18,-42,-17,-44,-16,-46,-14,-47,-12,
TRAS,B2,126,97,23,0,-27,7,-26,7,-25,7,-24,8,-23,9,-21,10,-20,11,-19,12,-17,14,-16,15,-14,15,-13,16,-12,17,-12,19,-11,20,-12,21,-13,22,-14,22,-16,20,-17,17,-17,15,-17,13,-16,11,-16,9,-16,8,-4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,2,-5,8,-7,7,-8,6,-10,6,-12,6,-14,5,-16,3,-17,0,-17,-2,-17,-3,-16,-4,-16,-5,-16,-4,-16,-4,-16,-3,-17,-2,-17,-2,-18,-1,-19,0,-20,1,-21,2,-22,3,-23,4,-24,5,-25,5,-25,5,-16,5,-52,16,-51,16,-49,16,-46,17,-44,19,-42,20,-40,22,-37,24,-35,25,-32,27,-29,29,-27,31,-24,33,-22,35,-21,37,-20,40,-21,42,-24,43,-27,42,-30,39,-31,34,-31,29,-30,25,-30,22,-30,19,-30,15,-33,5,-34,-2,-7,-1,-2,-2,0,-1,-1,-1,0,-1,0,0,1,2,5,16,0,16,-8,16,-11,15,-15,14,-18,13,-22,13,-26,10,-29,7,-31,3,-32,-1,-32,-4,-31,-6,-31,-6,-31,-6,-30,-5,-31,-4,-31,-3,-33,-1,-34,1,-36,3,-38,5,-40,6,-41,8,-44,10,-46,12,-47,14,-48,15,
TRAS,B2,126,97,23,0,9,26,9,25,10,24,10,23,11,22,12,20,13,19,14,18,15,16,16,15,17,14,19,13,20,12,21,11,22,12,23,12,24,14,24,16,21,18,19,19,16,19,13,18,11,17,9,17,8,18,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,3,5,4,5,5,5,6,4,8,4,10,2,11,1,12,-1,13,-2,13,-3,13,-3,13,-3,13,-2,14,-2,14,-1,15,0,15,0,16,1,17,2,18,3,19,4,21,5,22,6,23,7,24,7,24,6,15,21,49,20,48,21,47,22,45,23,43,25,41,27,38,28,36,30,33,31,30,33,28,35,25,37,23,40,21,42,20,45,20,47,22,48,24,47,28,43,32,38,34,32,35,27,34,23,33,19,33,14,34,3,35,-5,36,-2,6,-2,1,-1,-1,-1,0,-1,-1,0,-1,1,-2,10,-5,11,-2,11,3,10,6,10,9,10,11,10,15,9,18,7,21,4,24,1,25,-1,25,-2,25,-3,25,-3,26,-2,26,-1,27,0,28,2,30,4,31,6,33,8,35,10,37,12,39,14,42,16,44,18,45,20,45,
TRAS,B2,126,97,23,0,-11,25,-10,24,-9,23,-8,23,-6,22,-5,22,-4,21,-2,20,-1,20,1,19,3,19,4,18,5,18,7,19,7,19,8,20,8,21,6,21,4,21,2,21,0,19,0,17,-1,16,-2,15,-3,15,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,14,-2,14,-3,14,-5,15,-7,16,-9,17,-12,16,-14,15,-16,13,-16,12,-16,11,-16,11,-15,11,-14,11,-14,12,-13,13,-13,13,-13,15,-12,16,-11,17,-11,19,-11,20,-11,21,-11,23,-11,24,-11,24,-7,15,-21,49,-20,48,-18,47,-16,45,-14,44,-11,43,-9,42,-6,41,-4,40,-1,39,2,38,5,37,8,37,11,36,13,37,15,38,15,39,14,41,12,42,8,42,4,40,1,37,-1,34,-2,31,-5,29,-7,27,-16,23,-21,19,-5,3,-2,0,-1,-1,-1,-1,-1,-1,1,0,3,3,16,20,11,22,2,26,-2,27,-5,28,-8,30,-12,32,-17,32,-22,32,-27,30,-29,27,-31,24,-30,23,-30,22,-28,22,-27,22,-26,24,-25,25,-24,27,-23,29,-22,32,-22,34,-21,37,-21,39,-20,42,-20,45,-20,46,-19,47,
TRAS,B2,126,97,23,0,25,8,25,8,24,7,24,5,23,4,22,2,22,1,21,-1,20,-3,20,-5,19,-6,19,-7,19,-9,19,-10,20,-11,20,-12,22,-12,23,-11,23,-8,23,-6,21,-4,20,-3,18,-2,17,0,17,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1,13,-4,14,-3,15,-1,16,0,17,3,18,5,18,8,17,11,16,13,14,14,13,14,13,13,13,13,13,12,14,12,14,12,15,11,16,11,17,10,19,10,20,9,21,9,22,9,23,9,25,9,26,9,15,6,50,21,49,19,48,17,46,15,45,13,44,10,43,7,42,4,40,0,39,-3,38,-7,37,-10,37,-13,37,-16,38,-19,39,-21,40,-22,43,-22,45,-19,46,-15,44,-10,41,-6,38,-4,36,-2,34,1,32,4,28,14,24,21,4,4,0,1,-1,-1,-1,0,-1,0,0,-2,2,-5,17,-20,20,-15,25,-8,27,-4,29,0,30,3,33,7,34,13,34,18,32,23,29,26,27,28,24,28,23,27,23,26,23,25,25,24,26,24,28,23,30,22,32,21,35,21,37,20,40,20,42,20,45,19,48,19,50,18,
